编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"6660","JLTH00612905","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","FrstBaby BABY HAIR LOTION   （护理生发液）/30ml","","自主品牌","日化品","自主品牌","30ml","216","216","0.000316498","0","0","5.00","0.30","0.54","5.84","4.00","Shopee：199.00Lazada：199.00","Shopee：189.00Lazada：189.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：30.67Lazada：30.67","2.00","","儿童护发液  เซรั่มบำรุงผมของเด็ก 儿童生发液  เซรั่มปลูกผมของเด็ก 促进头发生长  ส่งเสริมผมเจริญเติบโต","自主品牌系列","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-12-18 09:16:19","2025-06-10 16:02:32","undefined","undefined","undefined"
"6595","JLTH00612902","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","形象美樱花芳香护手霜（新）30g","","通货","日化品","详情","30g","384","384","0.0001495","0","0","0.33","0.30","0.27","0.90","4.00","Shopee：99Lazada：10","Shopee：99Lazada：0","Shopee：涂守鸿Lazada：黄荣宽","Lazada：-4.77Shopee：14.25","2.00","Lazada套餐：自由定价","ครีมบำรุงมือ 护手霜 ครีมบำรุงผิวมือแห้งกร้าน 保湿护手霜 ครีมบำรุงมือขาวนุ่ม 美白护手霜","","暂无产品素材","礼品","","否","undefined","100","显示","undefined","2024-12-13 14:52:41","2025-06-10 16:02:32","undefined","undefined","undefined"
"6594","JLTH00612904","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","染发剂 栗棕色230ml","","通货","日化品","详情","栗棕色230ml","60","60","0.00196625","0","0","5.80","0.98","3.34","10.12","4.00","Shopee：282.00Lazada：282.00","Shopee：260.00Lazada：260.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：44.12Lazada：44.12","2.00","","สีย้อมผมฟองพืช 植物泡泡染发剂 ครีมย้อมสีผม  染发剂 สีย้อมผมปิดผมหงอก 遮白发染发剂","TK产品","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-12-13 14:52:41","2025-06-10 16:02:32","undefined","undefined","undefined"
"6593","JLTH00612903","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","染发剂 自然黑色230ml","","通货","日化品","详情","黑色230ml","60","60","0.00196625","0","0","5.80","0.98","3.34","10.12","4.00","Shopee：282.00Lazada：282.00","Shopee：260.00Lazada：260.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：44.12Lazada：44.12","2.00","","สีย้อมผมฟองพืช 植物泡泡染发剂 ครีมย้อมสีผม  染发剂 สีย้อมผมปิดผมหงอก 遮白发染发剂","TK产品","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-12-13 14:52:41","2025-06-10 16:02:32","undefined","undefined","undefined"
"6567","JLTH00612901","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","痛风型冷肤凝胶20g","","通货","日化品","详情","20g","540","540","0.0001508","0","0","0.50","0.51","0.26","0.00","4.00","Shopee：169.00Lazada：109.00","Shopee：159.00Lazada：99.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：30.09Lazada：17.28","2.00","Lazada套餐：lazada测试品109 单件169 三件","痛风膏 ครีมทาโรคเกาต์ 缓解关节痛 บรรเทาอาการปวดข้อ 缓解痛风 บรรเทาโรคเกาต์","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2024-12-04 16:03:17","2025-06-10 16:02:32","undefined","undefined","undefined"
"6566","JLTH00612900","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","曲张冷肤凝胶20g","","通货","日化品","详情","20g","540","540","0.0001508","0","0","0.50","0.51","0.26","0.00","4.00","Shopee：169.00Lazada：109.00","Shopee：159.00Lazada：99.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：30.09Lazada：17.28","2.00","Lazada套餐：lazada测试品 109 单件 169 三件","静脉曲张膏 ครีมทาเส้นเลือดขอด 缓解静脉曲张 บรรเทาเส้าเลือดขอด 静脉曲张冷敷凝胶 เจลประคบเย็นเส้นเลือดขอด","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2024-12-04 16:03:17","2025-06-10 16:02:32","undefined","undefined","undefined"
"6565","JLTH00612899","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","正泰林日文抑菌止痒膏20g","","通货","日化品","详情","20g","540","540","0.00020475","0","0","0.95","0.51","0.35","0.00","4.00","Shopee：169.00Lazada：119.00","Shopee：159.00Lazada：109.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：30.09Lazada：19.41","2.00","Lazada套餐：lazada测试品  169 三件","抑菌止痒膏 ครีมแก้คันยับยั้งเชื้อรา 牛皮癣膏 ครีมทาสะเก็ดเงิน 湿疹膏 ครีมทากลากเกลื้อน","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2024-12-04 16:03:17","2025-06-10 16:02:32","undefined","undefined","undefined"
"6352","JLTH00612894","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","咽扁舒冷肤凝胶","","通货","日化品","详情","咽扁舒冷肤凝胶","540","540","0.000285532","0","0","0.70","0.30","0.49","0.00","4.00","Shopee：199.00Lazada：190.00","Shopee：189.00Lazada：180.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：36.51Lazada：34.58","2.00","","咽喉舒冷敷凝胶 缓解咽喉炎 缓解喉干喉痒 เจลประคบเย็นอาการเจ็บคอ บรรเทาคอหอยอักเสบ บรรเทาคอแห้งคัน","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2024-10-25 10:20:37","2025-06-10 16:02:32","undefined","undefined","undefined"
"6351","JLTH00612897","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","伊喜畅5%碳酸氢钠溶液外阴清洗液250ml/瓶","","通货","日化品","详情","250ml/瓶","60","60","0.00070928","0","0","3.50","0.95","1.21","5.66","4.00","Shopee：210.00Lazada：210.00","Shopee：200.00Lazada：200.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：33.19Lazada：33.19","2.00","","私处清洗液 私处卫生清洁液 内衣清洗液 น้ำยาล้างจุดซ่อนเร้น น้ำยาอนามัยล้างจุดซ่อนเร้น น้ำยาซักชั้นใน","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-10-25 10:20:37","2025-06-10 16:02:32","undefined","undefined","undefined"
"6350","JLTH00612893","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","South Moon 草本身体护理喷雾30ml","","通货","日化品","详情","30ml","252","252","0.000175175","0","0","5.00","0.60","0.30","5.90","4.00","Shopee：218.00Lazada：218.00","Shopee：208.00Lazada：208.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：34.66Lazada：34.66","2.00","","润肺喷雾 缓解咳嗽喷雾 呼吸清洁喷雾 สเปรย์บำรุงปอด สเปรย์บรรเทาไอ สเปรย์ทำความสะอาดลมหายใจ","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-10-25 10:20:37","2025-06-10 16:02:32","undefined","undefined","undefined"
