编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"4551","JLTH00612886","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","毛囊焱炎药膏广雅毛囊宁保健膏1瓶","","通货","日化品","详情","广雅毛囊宁保健膏1瓶","180","180","0.0001573","0","0","3.00","0.33","0.27","0.00","4.00","Shopee：188.00Lazada：188.00","Shopee：178.00Lazada：178.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：34.16Lazada：34.16","2.00","","毛囊焱药膏  ครีมทารูขุมขนอักเสบ 祛痘止痒  ลดสิวแก้คัน 治疗头皮癣 แก้สะเก็ดเงินที่หนังศีรษะ","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4550","JLTH00612885","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","疣尤优肤平液广雅优肤平膏1盒","","通货","日化品","详情","广雅优肤平膏1盒","400","400","0.0002275","0","0","2.50","0.49","0.39","0.00","4.00","Shopee：199.00Lazada：199.00","Shopee：189.00Lazada：189.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：36.51Lazada：36.51","2.00","","去疣鸡眼膏 ครีมลอกหูดตาปลา 点痣膏  ครีมจี้ไฝ 去除肉赘  กำจัดตี่งเนื้อ","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4549","JLTH00612883","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","脂肪康保健膏30g","","通货","日化品","详情","30g","180","180","0.000234","0","0","3.90","0.51","0.40","0.00","4.00","Shopee：239.00Lazada：169.00","Shopee：229.00Lazada：159.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：45.05Lazada：30.09","2.00","","脂肪瘤膏  ครีมทาก้อนเนื้องอกไขมัน 去除皮下肿块  กำจัดก้อนเนื้อใต้ผิวหนัง 淋巴结膏  ครีมสลายน้ำเหลือง","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4548","JLTH00612882","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","OUHOE 身体焕白霜100g","","通货","日化品","详情","100g","135","135","0.0003822","0","0","6.00","0.72","0.65","7.37","4.00","Shopee：188.00Lazada：188.00","Shopee：178.00Lazada：178.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：26.79Lazada：26.79","2.00","","身体美白霜  ครีมทาผิวกายขาว 私处美白  ทาที่ลับขาว 身体换白霜  ครีมปรับผิวกายขาว","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4547","JLTH00612881","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","韩美肌麦角硫因灵芝凝时抗皱霜","","通货","日化品","详情","韩美肌麦角硫因灵芝凝时抗皱霜","96","96","0.00041405","0","0","8.80","0.50","0.70","10.00","4.00","Shopee：219.00Lazada：219.00","Shopee：199.00Lazada：199.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：30.77Lazada：30.77","2.00","","抗皱霜  ครีมลดเลือนริ้วรอย 提拉紧致霜  ครีมยกกระชับผิว 肌肤饱满弹嫩  ผิวอวบอิ่มนุ่มเด้ง","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-04-23 10:02:07","2025-06-10 16:07:41","undefined","undefined","undefined"
"4416","JLTH00612873","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","爆款兽首香水3413优雅鲁先生","","通货","日化品","详情","3413优雅鲁先生","72","72","0.0013704166666667","0","0","9.00","1.13","2.33","0.00","4.00","Shopee：299.00","Shopee：289.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：57.86","2.00","","男女士香水 น้ำหอมผู้ชายและผู้หญิง 持久香水 น้ำหอมติดทนนาน 清新自然淡香 กลิ่นหอมสดชื่นธรรมชาติ","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2024-03-19 10:56:04","2025-06-10 16:07:41","undefined","undefined","undefined"
"4415","JLTH00612870","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","SOD蜜身体乳SOD蜜【300g】","","通货","日化品","详情","SOD蜜【300g】","300","300","0.00105105","0","0","2.50","0.77","1.79","5.06","4.00","Shopee：189.00Lazada：189.00","Shopee：179.00Lazada：179.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：29.31Lazada：29.31","2.00","","保湿滋润身体乳 โลชั่นทาตัวให้ความชุ่มชื้น 防止皮肤干裂 ป้องกันผิวแห้งแตก 去鸡皮 ปรับปรุงผิวหนังไก่","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-03-19 10:56:04","2025-06-10 16:07:41","undefined","undefined","undefined"
"4414","JLTH00612866","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","韩瑟皮傲宁胶态硫祛痘霜30g","","通货","日化品","详情","30g","96","96","0.0001630044","0","0","2.50","0.40","0.28","3.18","4.00","Shopee：169.00Lazada：169.00","Shopee：159.00Lazada：159.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：26.91Lazada：26.91","2.00","","祛痘霜 ครีมแต้มสิว 去痘印 ลดรอยสิว 去除所有类型痘痘 ลดสิวทุกชนิด","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-03-19 10:33:49","2025-06-10 16:07:41","undefined","undefined","undefined"
"4413","JLTH00612863","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","脱毛蜡纸20贴/10片/20贴/10片","","通货","日化品","详情","20贴/10片","144","144","0.0006175","0","0","5.30","0.30","1.05","6.65","4.00","Shopee：189.00Lazada：189.00","Shopee：179.00Lazada：179.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：27.72Lazada：27.72","2.00","","蜡纸脱毛 แผ่นแว็กซ์กำจัดขน 蜜蜡脱毛 ขี้ผึ้งกำจัดขน 不留黑点 ไม่เหลือตอ","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-03-19 10:33:49","2025-06-10 16:07:41","undefined","undefined","undefined"
"4412","JLTH00612872","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","脱毛喷雾+刮板","","通货","日化品","详情","脱毛喷雾+刮板","100","100","0.0004479904","0","0","6.59","0.50","0.76","7.85","4.00","Shopee：199.00Lazada：199.00","Shopee：189.00Lazada：189.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：28.66Lazada：28.66","2.00","","私处脱毛慕斯 มูสกำจัดขนน้องสาว 全身脱毛 กำจัดขนทั้งตัว 不留黑点 ไม่เหลือตอ","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2024-03-19 10:33:49","2025-06-10 16:07:41","undefined","undefined","undefined"
