编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"3623","JLTH00612862","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","澳芙雪377嫩白祛斑精华液 30ml/瓶","","通货","日化品","详情","澳芙雪377嫩白祛斑精华液 30ml/瓶","130","130","0.0001976","0","0","3.71","0.30","0.34","4.35","4.00","Shopee：199.00Lazada：199.00","Shopee：179.00Lazada：179.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：32.16Lazada：32.16","2.00","Shopee套餐：JLTH00612862精华液+JLTH00612860面霜组合成一个套餐，推广成早精华液晚上面霜的组合去使用，固定套餐价格299Lazada套餐：JLTH00612862精华液+JLTH00612860面霜组合成一个套餐，先用精华再使用面霜效果更好，套餐价格299","祛斑精华  เซรั่มแก้ฝ้า 去除各种斑  แก้ฝ้าทุกชนิด 美白祛斑精华  เซรั่มแก้ฝ้าไวท์เทนนิ่งผิว","祛斑、美白精华液、澳洲进口","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-12-13 10:32:29","2025-06-10 16:08:48","undefined","undefined","undefined"
"3622","JLTH00612860","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","澳芙雪377美白祛斑面霜 50g/瓶","","通货","日化品","详情","澳芙雪377美白祛斑面霜 50g/瓶","100","100","0.000234","0","0","3.42","0.30","0.40","4.12","4.00","Shopee：169.00Lazada：169.00","Shopee：149.00Lazada：149.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：25.97Lazada：25.97","2.00","Shopee套餐：JLTH00612862精华液+JLTH00612860面霜组合成一个套餐，推广成早精华液晚上面霜的组合去使用，固定套餐价格299Lazada套餐：JLTH00612862精华液+JLTH00612860面霜组合成一个套餐，先用精华再使用面霜效果更好，套餐价格299","祛斑霜  ครีมแก้ฝ้า 去除各种斑  แก้ฝ้าทุกชนิด 美白祛斑膏 ครีมแก้ฝ้าไวท์เทนนิ่งผิว","祛斑、美白精华、澳洲进口材料","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-12-13 10:32:29","2025-06-10 16:08:48","undefined","undefined","undefined"
"3621","JLTH00612859","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","hih植萃焕颜舒缓花瓣水","","通货","日化品","详情","hih植萃焕颜舒缓花瓣水","72","72","0.0014704392857143","0","0","4.80","0.85","2.50","0.00","4.00","Shopee：199.00Lazada：199.00","Shopee：179.00Lazada：179.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：36.51Lazada：36.51","2.00","","保湿水   โทนเนอร์ให้ความชุ่มชื้น 嫩滑爽肤水  โทนเนอร์หน้าเนียนนุ่มเด้ง 焕亮水  โทนเนอร์ปรับให้ผิวกระจ่างใส","面部润肤、皮肤干裂保湿、干痒起皮刺痛、鱼尾纹眼角纹","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2023-12-13 10:32:29","2025-06-10 16:08:48","undefined","undefined","undefined"
"3620","JLTH00612858","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","可爱妖精烟酰胺身体素颜霜80ml","","通货","日化品","详情","烟酰胺身体素颜霜80ml","360","360","0.0002496","","","2.60","0.45","0.45","3.50","4.00","Shopee：169.00Lazada：169.00","Shopee：149.00Lazada：149.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：26.59Lazada：26.59","2.00","","素颜霜  ครีมปรับสีผิวขาว 粉底乳液  โลชั่นรองพื้น 美白霜  ครีมทาผิวขาว","素颜霜、BB霜、美白、遮瑕","暂无产品素材","下架","","否","undefined","100","显示","undefined","2023-12-13 10:32:29","2025-06-10 16:08:48","undefined","undefined","undefined"
"3619","JLTH00612857","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","BIOAOUA芦荟温和脱毛膏 60g","","通货","日化品","详情","芦荟温和脱毛膏 60g","144","144","0.0004509375","0","0","2.00","0.30","0.77","3.07","4.00","Shopee：169.00Lazada：139.00","Shopee：149.00Lazada：129.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：27.02Lazada：20.62","2.00","","脱毛膏  ครีมกำจัดขน 私处脱毛膏  ครีมกำจัดขนที่ลับ 脱毛不留黑点  กำจัดขนไม่เหลือตอ","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-12-13 10:28:38","2025-06-10 16:08:48","undefined","undefined","undefined"
"3163","JLTH00612856","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","美度防脱育发洗发露500ml防脱洗发水","","通货","日化品","详情","500ml防脱洗发水","36","36","0.0019136","0","0","6.00","0.95","3.25","10.20","4.00","Shopee：268.00Lazada：160.00","Shopee：258.00Lazada：150.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：41.04Lazada：17.97","2.00","","儿童洗发水   ยาสระผมเด็ก 防脱洗发水  ยาสระผมป้องกันผมร่วง 育发洗发水   ยาสระผมเร่งผมยาว","母婴育发","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3162","JLTH00612855","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","皇家儿童防晒喷雾120ml","","通货","日化品","详情","120ml","50","50","0.0004343625","0","0","15.56","2.30","0.74","18.60","4.00","Shopee：298.00Lazada：258.00","Shopee：288.00Lazada：248.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：39.05Lazada：30.51","2.00","Shopee套餐：只能单卖或者与不同产品组合成A+C/A+B+C套餐","儿童防晒喷雾  สเปรย์กันแดดของเด็ก 成人儿童防晒  สเปรย์กันแดดของเด็กและผู้ใหญ่ 美白防晒  กันแดดผิวขาว","儿童防晒","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3161","JLTH00612853","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","润本电热蚊香液润本蚊香液加热器","","通货","日化品","详情","润本蚊香液加热器","","0","0.000975","","","4.20","1.10","1.76","7.06","4.00","Shopee：198.00Lazada：198.00","Shopee：188.00Lazada：188.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：29.23Lazada：29.23","2.00","Shopee套餐：驱蚊器与驱蚊液组合装298Lazada套餐：驱蚊器与驱蚊液组合装298","驱蚊器  เครื่องไล่ยุง 驱蚊液  น้ำยาฆ่ายุง","母婴儿童防蚊","暂无产品素材","下架","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3160","JLTH00612852","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","润本电热蚊香液润本-蚊香液45ml(不含加热器）","","通货","日化品","详情","润本-蚊香液45ml(不含加热器）","","0","0.000431613","","","5.20","1.10","0.78","7.08","4.00","Shopee：198.00Lazada：198.00","Shopee：188.00Lazada：188.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：29.21Lazada：29.21","2.00","Shopee套餐：驱蚊器与驱蚊液组合装298Lazada套餐：驱蚊器与驱蚊液组合装298","驱蚊器  เครื่องไล่ยุง 驱蚊液  น้ำยาฆ่ายุง","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
"3159","JLTH00612851","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","婴儿氨基酸身体乳130ml开咪猫婴童舒柔保湿润肤露紫色","","通货","日化品","详情","130ml开咪猫婴童舒柔保湿润肤露紫色","","0","0.00090241666666667","0","0","6.99","0.64","1.53","9.16","4.00","Shopee：199.00Lazada：199.00","Shopee：189.00Lazada：189.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：27.35Lazada：27.35","2.00","","婴童润肤霜   ครีมทาผิวเด็กให้ความชุ่มชื้น 减少泛红   ลดรอยแดง","婴童保湿润肤干燥皮肤","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2023-09-19 09:54:11","2025-06-10 16:08:48","undefined","undefined","undefined"
