编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"1067","JLTH00612729","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","德德维芙老款瓶装脱毛膏","","通货","未分类","详情","老款瓶装脱毛膏100g","54","54","0.00104483888888889","","","9.80","0.60","1.88","12.28","4.00","Shopee：199.00Lazada：199.00","Shopee：179.00Lazada：179.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：24.23Lazada：24.23","2.00","Shopee套餐：和730修复乳做套餐 日常售价269，活动249","กำจัดขนทุกส่วนอ่อโยน 全身温和脱毛 มูสกำจัดขน 脱毛慕斯","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2022-02-23 11:44:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1063","JLTH00612746","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","虾青素去痘精华液30ml","","通货","日化品","详情","虾青素去痘精华液30ml","96","96","0.000251875","0","0","1.20","0.35","0.45","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-02-23 11:44:49","2025-06-10 16:10:14","undefined","undefined","undefined"
"1062","JLTH00612745","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","肤研美白祛斑精华液30ml","","通货","日化品","详情","肤研美白祛斑精华液30ml","96","96","0.000251875","0","0","1.20","0.35","0.45","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-02-23 11:44:49","2025-06-10 16:10:14","undefined","undefined","undefined"
"1061","JLTH00612744","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","30ml","","通货","日化品","详情","30ml","96","96","0.000251875","0","0","1.20","0.35","0.45","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-02-23 11:44:49","2025-06-10 16:10:14","undefined","undefined","undefined"
"1059","JLTH00612739","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","碧素堂水光防护肌密眼霜","","通货","日化品","详情","30g（g/ml）","96","96","0.000559582291666667","","","7.50","0.65","1.01","9.16","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-13.03Lazada：-13.03","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-02-23 11:44:49","2025-06-10 16:10:14","undefined","undefined","undefined"
"1056","JLTH00612736","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","黑头清洁面膜80g","","通货","未分类","详情","80g/支","140","140","0.000515357142857143","","","3.80","0.30","0.93","5.03","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-8.9Lazada：-8.9","2.00","","","","暂无产品素材","自由定价","","否","undefined","100","显示","undefined","2022-02-23 11:44:49","2025-06-10 16:10:14","undefined","undefined","undefined"
"1044","JLTH00612715","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","胡子脱毛膏","","通货","未分类","详情","脱毛膏100g","/","0","","","","3.50","0.00","0.00","5.10","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-8.97Lazada：-8.97","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-02-22 18:59:18","2025-06-10 16:10:14","undefined","undefined","undefined"
"1042","JLTH00612707","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","烟酰胺护手霜","","通货","日化品","详情","30g","384","384","0.00012065625","","","0.50","0.35","0.22","1.07","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-4.94Lazada：-4.94","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-02-22 18:53:31","2025-06-10 16:10:14","undefined","undefined","undefined"
"1041","JLTH00612726","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","洁牙慕斯泡沫牙膏","","通货","未分类","详情","60ml洁牙慕斯","200","200","0.000379417085427136","","","2.99","0.80","0.68","4.47","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-8.34Lazada：-8.34","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-02-21 18:14:14","2025-06-10 16:10:14","undefined","undefined","undefined"
"1038","JLTH00612721","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","Aichun身体乳","","通货","日化品","详情","60g","288","288","0.000651222","0","0","4.80","0.47","1.17","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-02-21 18:14:14","2025-06-10 16:10:14","undefined","undefined","undefined"
