编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"970","JLTH00612608","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","晚安冻膜","","通货","日化品","详情","1盒10支","","0","0","","","3.50","0.00","0.00","2.09","4.00","Lazada：99.00","","Shopee：涂守鸿Lazada：黄荣宽","Lazada：13.06","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-14 16:25:01","2025-06-10 16:10:14","undefined","undefined","undefined"
"968","JL1284333","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","中药肚脐贴","","通货","未分类","详情","/","","0","","","","1.69","0.00","0.00","3.66","4.00","Shopee：99Lazada：206.00","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Lazada：34.34Shopee：11.49","2.00","","","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2021-12-14 16:25:01","2025-06-10 16:10:14","undefined","undefined","undefined"
"966","JLTD00027800","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","挺鼻护理精油","","通货","未分类","详情","ASSNOSE","","0","","","","4.50","0.00","0.00","12.59","4.00","Lazada：199.00","","Shopee：涂守鸿Lazada：黄荣宽","Lazada：23.92","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-14 16:25:01","2025-06-10 16:10:14","undefined","undefined","undefined"
"965","JLTH00612605","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","梵贞摩洛哥顺滑发膜","","通货","日化品","详情","250ML","","0","0","","","2.90","0.00","0.00","4.43","4.00","Lazada：99.00","","Shopee：涂守鸿Lazada：黄荣宽","Lazada：10.72","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-14 16:25:01","2025-06-10 16:10:14","undefined","undefined","undefined"
"565","JLTH00612649","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","控油去屑洗发水500ML","","通货","日化品","详情","控油去屑洗发水500ML","48","48","0.001562275","0","0","9.00","1.10","2.66","12.76","4.00","Shopee：239.00Lazada：200.00","Shopee：229.00Lazada：190.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：32.29Lazada：23.96","2.00","","","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2021-12-01 13:51:45","2025-06-10 16:10:15","undefined","undefined","undefined"
"397","JLTH00612703","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","赋活肌密保湿眼霜20g","","通货","日化品","详情","20g","240","240","0.00015643333333333","0","0","1.50","0.32","0.27","2.09","4.00","Shopee：159.00","Shopee：139.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：25.87","2.00","","","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"392","JLTH00612698","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","祛痘沐浴露260ml","","通货","未分类","详情","260ml","54","54","0.00122162857142857","","","6.00","0.78","2.20","8.98","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-12.85Lazada：-12.85","2.00","","","","暂无产品素材","自由定价","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"384","JLTH00612690","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","胸部护理霜80G","","通货","日化品","详情","80G","192","192","0.00048712083333333","0","0","4.64","0.48","0.83","5.95","4.00","Shopee：199.00Lazada：199.00","Shopee：189.00Lazada：189.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：30.56Lazada：30.56","2.00","","","","暂无产品素材","正常备货","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"382","JLTH00612687","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","泊泉雅凡士林身体乳170g","","通货","未分类","详情","凡士林身体乳/170g","96","96","0.000530833333333333","","","2.80","0.45","0.96","4.21","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-8.08Lazada：-8.08","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
"381","JLTH00612686","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","指甲护理液10ml","","通货","日化品","详情","指甲护理液10ml","764","764","0.000110682","","","6.00","0.70","0.15","0.00","4.00","Shopee：79.00Lazada：79.00","Shopee：79.00Lazada：79.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：10.88Lazada：10.88","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2021-12-01 13:51:44","2025-06-10 16:10:15","undefined","undefined","undefined"
