编号,sku,地区,仓库,可视组,图片,中文名称,包材sku,产品类别,产品品类,采购链接,规格,箱子规格,最小订购量,体积,重量,体积重,本期采购价,国内运费,国际运费,供应链产品报价,仓库操作费,合作商最低售价外币,合作商活动最低售价外币,市场报价人,预估低售毛利,预估平台佣金(CNY),套餐,关键词,主推方向,产品素材包,产品状态,已上架店铺,私有,最近调价,SKU评分,隐藏,标签,创建日期,更新日期,是否为新品,是否上架店铺,店铺
"1350","JLTH00612769","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","水蜜桃果香沐浴盐磨砂膏350g","","通货","未分类","详情","水蜜桃","60","60","0.000772571428571429","","","3.69","0.30","1.39","5.38","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-9.25Lazada：-9.25","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1349","JLTH00612773","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","色娜娜生姜洗发水300ml","","通货","日化品","详情","生姜洗发露300ml","48","48","0.0009696375","0","0","2.40","0.55","1.75","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1348","JLTH00612766","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","忆香缘发膜500ml","","通货","日化品","详情","忆香缘发膜500ml","32","32","0.001262625","0","0","2.80","0.75","2.27","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1347","JLTH00612765","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","莉芙泉洁面乳500g","","通货","日化品","详情","500g/瓶","36","36","0.001755","0","0","4.00","0.75","3.16","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1346","JLTH00612764","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","色娜娜竹炭吸黑头膏60g","","通货","日化品","详情","色娜娜竹炭吸黑头膏60g","192","192","0.000255892","0","0","1.10","0.35","0.46","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1343","JLTH00612758","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","黎芙莎脱毛喷雾泡沫150ml","","通货","日化品","详情","黎芙莎脱毛喷雾150ml","100","100","0.000645918","","","4.80","0.47","1.16","6.43","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-10.3Lazada：-10.3","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1342","JLTH00612778","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","玫黛琳氨基酸刷头洗面奶120g","","通货","日化品","详情","常规","100","100","0.000657384","0","0","4.00","0.55","1.18","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1341","JLTH00612777","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","梁客小苏打亮白牙膏85g","","通货","日化品","详情","梁客 亮白祛黄护龈牙膏","72","72","0.000349375","0","0","1.99","0.85","0.63","0.00","4.00","Shopee：99","Shopee：99","Shopee：涂守鸿Lazada：黄荣宽","Shopee：15.15","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1340","JLTH00612776","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","爱臣美鼻养护精华油10ml","","通货","日化品","详情","爱臣美鼻精油","400","400","0.000137423","","","1.80","0.73","0.25","2.78","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-6.65Lazada：-6.65","2.00","","","","暂无产品素材","清库存","","否","undefined","100","显示","undefined","2022-04-28 16:25:49","2025-06-10 16:09:29","undefined","undefined","undefined"
"1339","JLTH00612763","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","色娜娜乳木果身体磨砂膏250g","","通货","未分类","详情","身体磨砂膏250g","48","48","0.00101711458333333","","","3.80","0.55","1.83","6.18","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-10.05Lazada：-10.05","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:15:12","2025-06-10 16:09:29","undefined","undefined","undefined"
"1336","JLTH00612757","泰国","泰国二仓"," 陈俊钦组,东莞市星航,丽人妆,南宁LAZADA,吴裕强组,品牌部,尧敏知组,广东杰通,广西加速度,广西国投,广西深六,广西鹏派,易毅组,朱祖泽组,林志刚组,涂守鸿组,深圳市比邻信息科技有限公司,深圳市海镒跨境科技有限公司,深圳焱晟,深圳福永,深圳统达,王永福组,福建歌尔,第四期11/15,统达供应链,苏彬分部,苏籽松组,蒙洁梅组,袁丽组,覃俊强组,长沙火象科技,闭应树组,黄宇航分公司,黄炜权分公司,黄荣宽组,黄谈客组","","莉丝婷 脱毛喷雾150g","","通货","日化品","详情","莉丝婷脱毛慕斯","80","80","0.00064896","","","7.50","0.90","1.17","9.57","4.00","Shopee：10.00Lazada：10.00","Shopee：10.00Lazada：10.00","Shopee：涂守鸿Lazada：黄荣宽","Shopee：-13.44Lazada：-13.44","2.00","","","","暂无产品素材","下架","","否","undefined","100","显示","undefined","2022-04-28 16:15:12","2025-06-10 16:09:29","undefined","undefined","undefined"
